REGION,FUEL,TIMESLICE,YEAR,VALUE
PHLLU,ELCREPHLLU,S1D1H4,2048,0.07
PHLLU,ELCREPHLLU,S1D1H5,2048,0.05
PHLLU,ELCREPHLLU,S1D1H6,2048,0.025
PHLLU,ELCREPHLLU,S1D2H1,2048,0.005
PHLLU,ELCREPHLLU,S1D2H2,2048,0.05
PHLLU,ELCREPHLLU,S1D2H3,2048,0.05
PHLLU,ELCREPHLLU,S1D2H4,2048,0.07
PHLLU,ELCREPHLLU,S1D2H5,2048,0.05
PHLLU,ELCREPHLLU,S1D2H6,2048,0.025
PHLLU,ELCREPHLLU,S2D1H1,2048,0.005
PHLLU,ELCREPHLLU,S2D1H2,2048,0.05
PHLLU,ELCREPHLLU,S2D1H3,2048,0.05
PHLLU,ELCREPHLLU,S2D1H4,2048,0.07
PHLLU,ELCREPHLLU,S2D1H5,2048,0.05
PHLLU,ELCREPHLLU,S2D1H6,2048,0.025
PHLLU,ELCREPHLLU,S2D2H1,2048,0.005
PHLLU,ELCREPHLLU,S2D2H2,2048,0.05
PHLLU,ELCREPHLLU,S2D2H3,2048,0.05
PHLLU,ELCREPHLLU,S2D2H4,2048,0.07
PHLLU,ELCREPHLLU,S2D2H5,2048,0.05
PHLLU,ELCREPHLLU,S2D2H6,2048,0.025
PHLLU,ELCREPHLLU,S1D1H1,2049,0.005
PHLLU,ELCREPHLLU,S1D1H2,2049,0.05
PHLLU,ELCREPHLLU,S1D1H3,2049,0.05
PHLLU,ELCREPHLLU,S1D1H4,2049,0.07
PHLLU,ELCREPHLLU,S1D1H5,2049,0.05
PHLLU,ELCREPHLLU,S1D1H6,2049,0.025
PHLLU,ELCREPHLLU,S1D2H1,2049,0.005
PHLLU,ELCREPHLLU,S1D2H2,2049,0.05
PHLLU,ELCREPHLLU,S1D2H3,2049,0.05
PHLLU,ELCREPHLLU,S1D2H4,2049,0.07
PHLLU,ELCREPHLLU,S1D2H5,2049,0.05
PHLLU,ELCREPHLLU,S1D2H6,2049,0.025
PHLLU,ELCREPHLLU,S2D1H1,2049,0.005
PHLLU,ELCREPHLLU,S2D1H2,2049,0.05
PHLLU,ELCREPHLLU,S2D1H3,2049,0.05
PHLLU,ELCREPHLLU,S2D1H4,2049,0.07
PHLLU,ELCREPHLLU,S2D1H5,2049,0.05
PHLLU,ELCREPHLLU,S2D1H6,2049,0.025
PHLLU,ELCREPHLLU,S2D2H1,2049,0.005
PHLLU,ELCREPHLLU,S2D2H2,2049,0.05
PHLLU,ELCREPHLLU,S2D2H3,2049,0.05
PHLLU,ELCREPHLLU,S2D2H4,2049,0.07
PHLLU,ELCREPHLLU,S2D2H5,2049,0.05
PHLLU,ELCREPHLLU,S2D2H6,2049,0.025
PHLLU,ELCREPHLLU,S1D1H1,2050,0.005
PHLLU,ELCREPHLLU,S1D1H2,2050,0.05
PHLLU,ELCREPHLLU,S1D1H3,2050,0.05
PHLLU,ELCREPHLLU,S1D1H4,2050,0.07
PHLLU,ELCREPHLLU,S1D1H5,2050,0.05
PHLLU,ELCREPHLLU,S1D1H6,2050,0.025
PHLLU,ELCREPHLLU,S1D2H1,2050,0.005
PHLLU,ELCREPHLLU,S1D2H2,2050,0.05
PHLLU,ELCREPHLLU,S1D2H3,2050,0.05
PHLLU,ELCREPHLLU,S1D2H4,2050,0.07
PHLLU,ELCREPHLLU,S1D2H5,2050,0.05
PHLLU,ELCREPHLLU,S1D2H6,2050,0.025
PHLLU,ELCREPHLLU,S2D1H1,2050,0.005
PHLLU,ELCREPHLLU,S2D1H2,2050,0.05
PHLLU,ELCREPHLLU,S2D1H3,2050,0.05
PHLLU,ELCREPHLLU,S2D1H4,2050,0.07
PHLLU,ELCREPHLLU,S2D1H5,2050,0.05
PHLLU,ELCREPHLLU,S2D1H6,2050,0.025
PHLLU,ELCREPHLLU,S2D2H1,2050,0.005
PHLLU,ELCREPHLLU,S2D2H2,2050,0.05
PHLLU,ELCREPHLLU,S2D2H3,2050,0.05
PHLLU,ELCREPHLLU,S2D2H4,2050,0.07
PHLLU,ELCREPHLLU,S2D2H5,2050,0.05
PHLLU,ELCREPHLLU,S2D2H6,2050,0.025
